Prediction,Score,True_Label,Correct
0,-67.47033372017106,0,True
0,-61.73430036773846,0,True
1,-3.858948149978893,0,False
1,-27.66740355891651,1,True
1,-59.106683955275415,1,True
0,-64.88320562489234,1,False
1,-10.15507381153985,1,True
0,-64.51451196218676,1,False
0,-60.822300916399385,0,True
1,-59.106683955275415,1,True
0,-60.18290123763146,1,False
0,-70.80272840178309,0,True
0,-60.44570436939954,1,False
1,-31.843813766870717,1,True
0,-60.61389389607438,0,True
0,-68.12969372506676,1,False
0,-60.55995295387625,0,True
0,-66.35257262004798,0,True
1,-53.562181063958974,1,True
0,-66.781880620947,0,True
0,-65.99736937880544,0,True
1,-31.843813766870717,1,True
1,-31.843813766870717,1,True
1,-59.08064340586019,0,False
0,-64.60339111579407,1,False
1,-37.351208904213365,0,False
1,-35.90367093628322,1,True
1,-60.04505095153495,0,False
0,-69.71814241119058,0,True
1,-59.13976186317348,0,False
0,-70.08737638848315,0,True
0,-60.36067786107148,1,False
0,-60.44570436939954,1,False
0,-66.31417066039967,1,False
1,-49.51993755416186,1,True
0,-61.88126009058745,0,True
1,-59.90251466387868,1,True
1,-57.93460229379813,1,True
0,-70.65180974074788,1,False
1,-40.989197161834575,1,True
0,-71.86345710499441,0,True
1,-59.106683955275415,1,True
1,-50.00080715568499,1,True
0,-61.13598919657657,1,False
1,-47.84452568768636,0,False
1,-60.01662348373286,0,False
1,-54.22311093880467,0,False
1,-59.106683955275415,1,True
1,-40.02518806833693,0,False
1,-59.106683955275415,1,True
1,-59.78784748816526,0,False
0,-63.71273534520196,1,False
0,-70.37260776002054,0,True
0,-60.302568441234754,0,True
0,-66.39985371578696,0,True
1,-35.552438522076535,1,True
0,-61.73430036773846,0,True
0,-65.74671180533254,0,True
0,-66.31417066039967,1,False
1,-58.958789912349296,1,True
0,-60.44570436939954,1,False
0,-67.47033020441637,0,True
0,-64.93997231978244,1,False
1,-59.997498319834435,1,True
0,-66.50298856278941,1,False
0,-64.14353335850736,1,False
0,-60.34729750652023,0,True
1,-49.51993755416186,1,True
1,-57.93460229379813,1,True
0,-65.74140798597578,1,False
0,-65.61831444223286,0,True
0,-66.24484085149969,0,True
1,-53.562181063958974,1,True
0,-66.09279354740619,1,False
0,-69.38073506081446,1,False
0,-69.96627255572585,0,True
0,-62.99071882357418,1,False
1,-57.7445899558026,1,True
0,-65.95694731025993,0,True
0,-60.679391989947526,1,False
1,-23.457172374267678,1,True
0,-66.86786346505934,0,True
1,-27.66740355891651,1,True
1,-49.51993755416186,1,True
1,-59.90251466387868,1,True
1,-38.79029557942022,0,False
1,-43.07878264446343,1,True
1,-43.07878264446343,1,True
0,-60.090321431872425,0,True
1,-55.9351411675742,0,False
1,-59.106683955275415,1,True
1,-60.0228945187613,0,False
0,-60.597950866591596,0,True
1,-57.93460229379813,1,True
0,-60.44570436939954,1,False
0,-65.64695407560478,0,True
0,-66.24895148697817,1,False
1,-31.843813766870717,1,True
1,-36.750695130204356,1,True
0,-66.31417066039967,1,False
0,-65.99209829933484,0,True
0,-70.3385006596084,0,True
0,-67.23645716033367,0,True
0,-66.20894202761045,1,False
1,-59.106683955275415,1,True
1,-57.93460229379813,1,True
0,-69.82753947967383,0,True
0,-66.75457874543349,1,False
0,-66.35609546117664,1,False
1,-40.88769223394088,0,False
0,-60.438796826761134,0,True
0,-69.67468979334923,0,True
1,-7.660371451305274,0,False
0,-68.89259289723523,0,True
1,-57.93460229379813,1,True
0,-62.99071882357418,1,False
0,-70.47676026266521,0,True
0,-62.99071882357418,1,False
1,-59.89584549991808,1,True
0,-68.89062242294374,0,True
0,-69.62851777639715,0,True
0,-61.73430036773846,0,True
1,-4.862936713053976,1,True
1,-59.106683955275415,1,True
0,-69.6894799777092,0,True
1,-38.6429100700495,0,False
1,-57.93460229379813,1,True
1,-38.55507270714452,0,False
0,-67.0017691753129,0,True
0,-64.2998279422079,0,True
0,-68.4705100152619,0,True
0,-61.73430036773846,0,True
0,-71.75433056732378,0,True
1,-59.293117912857554,0,False
0,-61.73430036773846,0,True
0,-61.08764625317426,1,False
0,-68.49339954343796,1,False
0,-62.99071882357418,1,False
0,-60.42689063296812,1,False
1,-50.00080715568499,1,True
1,-8.487551623067453,0,False
0,-70.32778498319387,0,True
1,-59.994174239390915,0,False
0,-67.00170488995042,0,True
1,-26.631106290708495,0,False
1,-59.90251466387868,1,True
1,-59.106683955275415,1,True
1,-56.07631317649784,1,True
1,-47.84452568768636,0,False
1,-52.46296530193636,0,False
1,-43.07878264446343,1,True
1,-40.989197161834575,1,True
1,-23.05176851755062,1,True
1,-4.777680017903613,1,True
0,-70.29720946645187,0,True
1,-58.6067526307373,1,True
0,-65.85419384850697,0,True
1,-31.843813766870717,1,True
0,-64.05052805971567,0,True
1,-59.365713858623536,1,True
1,-46.92596370070022,1,True
0,-60.59361024557357,0,True
0,-68.76230408411512,1,False
1,-60.044558692287566,0,False
0,-68.68719337543119,0,True
0,-67.96348101700536,0,True
0,-70.04152889289897,0,True
1,-50.44027135918172,1,True
1,-57.87679233887132,1,True
1,-59.90251466387868,1,True
1,-53.562181063958974,1,True
0,-60.452521983470334,0,True
0,-69.63865562031135,1,False
1,-57.93460229379813,1,True
1,-59.7903301282237,0,False
0,-62.99071882357418,1,False
0,-68.00657888106646,1,False
1,-59.106683955275415,1,True
0,-64.2998279422079,0,True
1,-43.07878264446343,1,True
0,-60.44570436939954,1,False
0,-64.88320562489234,1,False
1,-49.51993755416186,1,True
0,-60.6006866898127,0,True
0,-62.99071882357418,1,False
0,-61.022765876945655,0,True
0,-62.99071882357418,1,False
0,-60.69726842719821,0,True
0,-67.37215783757244,1,False
0,-60.91474412632346,0,True
0,-66.41033091009375,0,True
1,-59.106683955275415,1,True
0,-60.412234360084184,0,True
0,-67.09798588686125,0,True
1,-53.52327128735404,0,False
0,-60.05764021824962,0,True
0,-67.53642060025834,0,True
0,-60.61068355179432,0,True
0,-62.99071882357418,1,False
0,-60.197786889695315,1,False
1,-55.59767491848038,0,False
1,-6.064503610653674,0,False
1,-59.90251466387868,1,True
0,-62.51601848719967,0,True
0,-65.28732698834098,0,True
0,-67.76999393807623,0,True
1,-59.90251466387868,1,True
0,-67.29642085010256,1,False
1,-11.212336887989942,1,True
0,-60.572566616931276,0,True
1,-3.7977535850087065,1,True
0,-60.046852851877986,0,True
0,-70.03165654227833,0,True
0,-66.8590644528339,0,True
0,-66.39812265218893,0,True
0,-60.822300916399385,0,True
0,-66.85814829130753,0,True
0,-60.232512162574245,0,True
1,-31.843813766870717,1,True
0,-62.99071882357418,1,False
1,-50.12030885397405,0,False
1,-49.51993755416186,1,True
0,-72.44792025809808,0,True
1,-19.841255805425256,1,True
1,-31.843813766870717,1,True
0,-68.55940016686039,0,True
1,-56.19129914682604,1,True
1,-11.768229186436571,0,False
0,-70.03423506492712,0,True
0,-68.93269011007105,1,False
0,-60.44570436939954,1,False
0,-60.65929265685259,0,True
0,-60.44570436939954,1,False
0,-68.87111616037001,0,True
1,-56.860792927078755,1,True
0,-67.22142838645159,0,True
0,-63.65542636992882,1,False
1,-53.796006946807395,1,True
1,-8.818985423226685,1,True
1,-59.90251466387868,1,True
0,-64.01008818971405,1,False
0,-65.84927049228672,0,True
0,-60.13721616878315,0,True
0,-60.220468666702764,0,True
0,-60.04518795608708,0,True
0,-69.46774262574213,1,False
1,-53.96042605678735,0,False
0,-60.542697385535305,0,True
1,-48.729614410083066,1,True
1,-43.07878264446343,1,True
0,-66.45408848510074,1,False
1,-30.309211614403186,1,True
0,-68.77709653480504,1,False
1,-50.12030885397405,1,True
0,-67.53148413632326,0,True
0,-69.20263508839083,1,False
1,-4.777680017903613,1,True
0,-66.67508802634046,1,False
1,-41.95272840674932,0,False
1,-59.106683955275415,1,True
0,-70.89654922955518,1,False
1,-59.90251466387868,1,True
1,-40.891314438402325,1,True
0,-60.57359322326577,0,True
0,-63.97670922202077,1,False
1,-59.90251466387868,1,True
0,-60.60450690460468,0,True
0,-69.88148056174018,0,True
1,-58.8317619696415,1,True
0,-70.22920272330627,0,True
0,-61.02564868839651,1,False
1,-59.67569138041303,1,True
1,-57.93460229379813,1,True
0,-61.612750549859726,1,False
0,-63.88095766833479,0,True
1,-55.59767491848038,0,False
1,-59.90251466387868,1,True
1,-59.1237709236638,0,False
0,-61.31148073078919,0,True
1,-49.51993755416186,1,True
0,-60.1439310241722,0,True
0,-60.811061697481755,0,True
1,-59.90251466387868,1,True
0,-66.09684598423671,0,True
0,-66.22937260666805,0,True
1,-58.715429713682575,0,False
1,-43.07878264446343,1,True
1,-19.64637809175853,0,False
0,-60.43960025091804,1,False
1,-49.51993755416186,1,True
0,-62.99071882357418,1,False
0,-72.76884858114502,0,True
0,-66.85154085301032,0,True
0,-61.294477465127436,0,True
1,-49.192988123501785,1,True
0,-62.99071882357418,1,False
1,-31.843813766870717,1,True
1,-43.07878264446343,1,True
1,-39.54875969563352,1,True
1,-37.461451591809556,1,True
0,-62.99071882357418,1,False
0,-65.90244930315431,1,False
1,-31.843813766870717,1,True
0,-70.1826374229098,0,True
0,-65.86736301395449,0,True
0,-66.77133978516338,0,True
1,-49.51993755416186,1,True
1,-59.106683955275415,1,True
0,-60.44570436939954,1,False
0,-61.80731734824174,1,False
0,-66.88929455977646,0,True
0,-66.01851054410696,1,False
1,-59.96843090468872,1,True
0,-71.07626084855633,0,True
0,-60.57410752814584,0,True
0,-60.590384071318276,0,True
1,-59.106683955275415,1,True
1,-59.106683955275415,1,True
1,-49.51993755416186,1,True
1,-48.37340717510928,1,True
1,-38.59093411637033,0,False
0,-67.81946127877735,0,True
0,-64.22262223174859,0,True
1,-59.90251466387868,1,True
0,-69.27971646102773,1,False
1,-37.79884001078002,1,True
1,-57.93460229379813,1,True
1,-59.122304810928156,1,True
1,-27.66740355891651,1,True
1,-40.989197161834575,1,True
1,-39.61279766525764,1,True
1,-26.631106290708495,0,False
0,-60.483943290377454,0,True
1,-57.93460229379813,1,True
0,-69.29300963920934,0,True
1,-39.61279766525764,1,True
0,-68.93186823082694,1,False
1,-27.66740355891651,1,True
0,-60.07543823554178,0,True
1,-43.07878264446343,1,True
0,-60.25582975764237,1,False
1,-57.93460229379813,1,True
0,-67.85565240759601,0,True
0,-71.4332680856304,0,True
0,-69.17612240072813,0,True
0,-64.25062324376866,0,True
0,-60.787791669295096,0,True
0,-67.08480154531952,0,True
1,-28.734746444422807,0,False
1,-41.441483150823224,1,True
0,-63.94149476258593,0,True
1,-59.90251466387868,1,True
1,-25.035386163865198,1,True
1,-4.777680017903613,1,True
1,-41.41331633084948,0,False
0,-70.75001055930748,0,True
0,-69.879199035575,0,True
1,-32.14492116356167,1,True
1,-59.03648694897083,1,True
1,-26.966710267797993,1,True
0,-63.71273534520196,1,False
1,-59.106683955275415,1,True
0,-66.05155214740898,0,True
0,-62.99071882357418,1,False
0,-71.10661512318764,0,True
0,-68.98511682373494,1,False
0,-67.30045210355163,1,False
0,-76.26020287344801,0,True
0,-66.35073531215433,1,False
1,-59.83574456428162,1,True
0,-60.86298135296555,1,False
1,-59.3953376388822,1,True
0,-60.67351703488785,0,True
1,-43.07878264446343,1,True
1,-57.64455350704324,0,False
0,-60.35990202810338,0,True
0,-68.89043947043938,0,True
1,-50.11310169782425,1,True
0,-70.68963250372346,0,True
0,-60.883051862548285,0,True
1,-59.106683955275415,1,True
0,-60.61747884279609,0,True
0,-60.08424449112956,0,True
1,-59.979782431024915,1,True
1,-57.93460229379813,1,True
0,-69.97167523396494,0,True
0,-67.01824403871542,0,True
0,-60.44570436939954,1,False
0,-67.29642085010256,1,False
1,-56.19129914682604,1,True
1,-11.212336887989942,1,True
0,-64.93997231978244,1,False
0,-62.99071882357418,1,False
0,-68.93218598704993,1,False
0,-61.88126009058745,0,True
0,-64.0598989841779,0,True
0,-60.647277923325134,0,True
1,-58.71213556536234,1,True
1,-49.51993755416186,1,True
1,-57.93460229379813,1,True
0,-60.19415350389115,0,True
0,-64.2998279422079,0,True
1,-50.12030885397405,1,True
1,-60.04505095153495,0,False
1,-49.51993755416186,1,True
1,-50.00080715568499,1,True
0,-68.83852344480913,0,True
1,-49.51993755416186,1,True
1,-49.412893130294144,0,False
0,-72.4374002434247,0,True
0,-64.2998279422079,0,True
0,-60.44570436939954,1,False
0,-70.86321854166309,0,True
1,-60.04505095153495,0,False
1,-11.212336887989942,1,True
1,-31.843813766870717,1,True
1,-54.984716584419154,0,False
1,-50.00080715568499,1,True
0,-60.665931210916185,0,True
0,-60.18290123763146,1,False
0,-61.98390126439198,1,False
0,-68.25698187809249,0,True
1,-20.45021094485913,1,True
0,-63.17421954843266,0,True
0,-65.8194042984238,0,True
0,-69.98182882223642,1,False
0,-64.14353335850736,1,False
0,-66.83458832393104,1,False
1,-33.279172430129066,1,True
0,-61.461035343155885,0,True
0,-66.83799855472193,1,False
1,-50.12030885397405,0,False
0,-66.54564516398409,1,False
1,-41.445625959593144,0,False
0,-64.2998279422079,0,True
1,-48.7687456959641,0,False
1,-31.730534030327604,0,False
0,-69.31879160733448,0,True
1,-49.48793232568191,0,False
1,-31.843813766870717,1,True
1,-49.51993755416186,1,True
0,-68.17650130948854,0,True
1,-59.714932636155076,0,False
1,-47.84452568768636,0,False
1,-53.562181063958974,1,True
0,-64.70668875801618,1,False
0,-60.15797315623399,0,True
1,-57.93460229379813,1,True
0,-70.95450849519735,1,False
0,-65.81874996572992,0,True
0,-60.22732052380036,0,True
0,-66.78724667077084,0,True
0,-60.21172278853299,0,True
1,-56.07631317649784,1,True
0,-63.15174528610608,1,False
1,-23.48889196376154,1,True
1,-59.106683955275415,1,True
0,-70.01035802098033,0,True
1,-50.80965861890446,1,True
1,-56.86269357762135,0,False
1,-57.93460229379813,1,True
0,-65.85504379525872,1,False
0,-64.59793793171151,0,True
0,-69.96957235758734,0,True
0,-66.62121562303041,0,True
0,-60.18290123763146,1,False
0,-60.44570436939954,1,False
1,-59.14227918047369,1,True
1,-11.212336887989942,1,True
0,-69.06608305072108,0,True
1,-39.60644986217888,1,True
1,-43.07878264446343,1,True
1,-10.36251745078799,0,False
1,-53.659472868449406,1,True
0,-66.79901102243706,1,False
0,-65.57983508110357,0,True
0,-60.590384071318276,0,True
0,-60.57928723198983,0,True
0,-60.940626324878664,0,True
1,-27.66740355891651,1,True
0,-71.41497764516144,0,True
0,-60.44570436939954,1,False
1,-59.11964385105005,1,True
0,-60.86662113763592,0,True
0,-65.85911409913531,1,False
1,-30.140522788173534,1,True
1,-37.28161766741016,0,False
0,-67.56676761942725,0,True
1,-59.106683955275415,1,True
1,-54.44875793258525,1,True
0,-64.6721596278932,1,False
1,-27.66740355891651,1,True
1,-39.61279766525764,1,True
0,-65.44043216447305,0,True
1,-60.044311304262685,0,False
0,-62.3241973164141,0,True
0,-68.87615402669404,0,True
1,-11.212336887989942,1,True
0,-60.24113580585683,0,True
1,-4.777680017903613,1,True
1,-23.611994248227653,1,True
